code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,mean_clicks,max_clicks,min_clicks,std_clicks,median_clicks,total_interactions,activity_span,clicks_per_active_day,clicks_per_site,interactions_per_day,sites_per_day,clicks_per_span_day,recent14_clicks,recent14_days,recent14_sites,recent14_interactions,recent7_clicks,recent7_days,recent7_sites,recent7_interactions,recent14_click_ratio,recent7_click_ratio,recent14_activity_ratio,recent7_activity_ratio,click_variability,engagement_consistency
CCC,2014J,F,Ireland,HE Qualification,?,0-35,0,90,N,1,4472.0,115.0,68.0,10.96078431372549,291.0,1.0,34.97037611007559,1.0,408.0,260.0,38.88695652173913,65.76470588235294,3.5478260869565217,0.591304347826087,17.2,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0008944543828264759,0.0006708407871198568,0.02608695652173913,0.017391304347826087,3.1904994304362346,0.2386350401904002
CCC,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,0,223.0,5.0,28.0,4.8478260869565215,88.0,1.0,15.143707738132395,1.0,46.0,30.0,44.6,7.964285714285714,9.2,5.6,7.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1238141522604943,0.24249395415936575
CCC,2014J,M,Scotland,HE Qualification,80-90%,55<=,0,30,N,1,4386.0,116.0,147.0,4.095238095238095,220.0,1.0,10.36431177702996,1.0,1071.0,267.0,37.810344827586206,29.836734693877553,9.232758620689655,1.2672413793103448,16.426966292134832,88.0,4.0,16.0,31.0,32.0,2.0,8.0,11.0,0.020063839489284085,0.00729594163246694,0.034482758620689655,0.017241379310344827,2.530820317646851,0.28322030294264866
CCC,2014J,M,Scotland,Lower Than A Level,50-60%,55<=,0,30,N,0,3994.0,87.0,83.0,6.125766871165644,107.0,1.0,10.505626253334603,2.0,652.0,261.0,45.9080459770115,48.12048192771084,7.494252873563219,0.9540229885057471,15.302681992337165,48.0,1.0,16.0,18.0,0.0,0.0,0.0,0.0,0.012018027040560842,0.0,0.011494252873563218,0.0,1.7149895636389987,0.3683255410601519
CCC,2014J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,1,1459.0,93.0,80.0,3.3310502283105023,56.0,1.0,5.8893297837546115,1.0,438.0,271.0,15.688172043010752,18.2375,4.709677419354839,0.8602150537634409,5.3837638376383765,21.0,4.0,2.0,10.0,1.0,1.0,1.0,1.0,0.01439342015078821,0.0006854009595613434,0.043010752688172046,0.010752688172043012,1.768009900811871,0.3612703840787184
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,1,1851.0,73.0,62.0,5.913738019169329,132.0,1.0,11.00825315774452,2.0,313.0,247.0,25.356164383561644,29.85483870967742,4.287671232876712,0.8493150684931506,7.493927125506073,87.0,3.0,8.0,13.0,4.0,1.0,2.0,2.0,0.04700162074554295,0.0021609940572663426,0.0410958904109589,0.0136986301369863,1.8614712254857022,0.34947057691634187
CCC,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,1,1715.0,89.0,87.0,3.960739030023095,61.0,1.0,8.20517177742275,1.0,433.0,260.0,19.269662921348313,19.71264367816092,4.865168539325842,0.9775280898876404,6.596153846153846,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0005830903790087463,0.0,0.011235955056179775,0.0,2.071626460422187,0.3255604198247962
CCC,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,0,1401.0,78.0,68.0,4.15727002967359,86.0,1.0,8.405048208203453,1.0,337.0,258.0,17.96153846153846,20.602941176470587,4.32051282051282,0.8717948717948718,5.430232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0217710536506526,0.33093175566424304
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,1,601.0,62.0,56.0,2.6359649122807016,47.0,1.0,4.848718022913252,1.0,228.0,264.0,9.693548387096774,10.732142857142858,3.6774193548387095,0.9032258064516129,2.2765151515151514,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0033277870216306157,0.0,0.03225806451612903,0.0,1.8394471035344782,0.35218123935297935
CCC,2014J,F,South West Region,HE Qualification,40-50%,35-55,0,90,N,1,2841.0,133.0,90.0,3.7088772845953004,98.0,1.0,7.606161901286441,1.0,766.0,267.0,21.360902255639097,31.566666666666666,5.7593984962406015,0.6766917293233082,10.640449438202246,72.0,5.0,7.0,21.0,4.0,1.0,2.0,3.0,0.025343189017951427,0.0014079549454417458,0.03759398496240601,0.007518796992481203,2.0507990201990194,0.327782981893958
CCC,2014J,M,Wales,HE Qualification,50-60%,35-55,0,60,N,0,972.0,46.0,118.0,2.8421052631578947,70.0,1.0,6.451595925274774,1.0,342.0,265.0,21.130434782608695,8.23728813559322,7.434782608695652,2.5652173913043477,3.667924528301887,20.0,4.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0205761316872428,0.0,0.08695652173913043,0.0,2.270005973707791,0.30580983889338925
CCC,2014J,M,North Western Region,HE Qualification,30-40%,35-55,0,60,N,1,783.0,49.0,63.0,2.816546762589928,39.0,1.0,5.146112017681638,1.0,278.0,271.0,15.979591836734693,12.428571428571429,5.673469387755102,1.2857142857142858,2.88929889298893,22.0,3.0,10.0,15.0,4.0,2.0,3.0,4.0,0.0280970625798212,0.005108556832694764,0.061224489795918366,0.04081632653061224,1.8270997968269418,0.35371938448100493
CCC,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,240,N,1,678.0,51.0,97.0,1.937142857142857,49.0,1.0,3.669207866722485,1.0,350.0,245.0,13.294117647058824,6.989690721649485,6.862745098039215,1.9019607843137254,2.76734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8941338545027577,0.3455265202900612
CCC,2014J,M,East Midlands Region,HE Qualification,70-80%,35-55,0,30,N,1,1129.0,74.0,82.0,3.002659574468085,50.0,1.0,5.656617915427446,1.0,376.0,274.0,15.256756756756756,13.768292682926829,5.081081081081081,1.1081081081081081,4.12043795620438,69.0,4.0,12.0,24.0,2.0,1.0,1.0,1.0,0.06111603188662533,0.001771479185119575,0.05405405405405406,0.013513513513513514,1.8838692083265896,0.34675636367720913
CCC,2014J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,10280.0,268.0,120.0,5.155466399197593,99.0,1.0,8.320047106333293,2.0,1994.0,274.0,38.35820895522388,85.66666666666667,7.440298507462686,0.44776119402985076,37.518248175182485,221.0,15.0,16.0,60.0,39.0,8.0,4.0,17.0,0.02149805447470817,0.003793774319066148,0.055970149253731345,0.029850746268656716,1.6138301488354656,0.3825803296536035
CCC,2014J,M,North Region,HE Qualification,80-90%,35-55,0,120,N,1,1894.0,92.0,85.0,3.9376299376299375,60.0,1.0,8.109167766861276,1.0,481.0,270.0,20.58695652173913,22.28235294117647,5.228260869565218,0.9239130434782609,7.014814814814815,14.0,3.0,10.0,13.0,4.0,2.0,2.0,3.0,0.007391763463569166,0.0021119324181626186,0.03260869565217391,0.021739130434782608,2.0594032185112323,0.32686113224611835
CCC,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,150,N,1,1209.0,47.0,69.0,4.614503816793893,43.0,1.0,7.498164497105666,1.0,262.0,271.0,25.72340425531915,17.52173913043478,5.574468085106383,1.4680851063829787,4.461254612546125,36.0,2.0,5.0,8.0,1.0,1.0,1.0,1.0,0.02977667493796526,0.0008271298593879239,0.0425531914893617,0.02127659574468085,1.6249124054935355,0.38096509350451263
CCC,2014J,F,Scotland,HE Qualification,50-60%,35-55,0,30,N,0,399.0,17.0,37.0,3.2704918032786887,38.0,1.0,5.687505350459243,2.0,122.0,126.0,23.470588235294116,10.783783783783784,7.176470588235294,2.176470588235294,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7390367236993172,0.36509185559564516
CCC,2014J,M,North Region,Lower Than A Level,?,35-55,0,30,N,0,322.0,16.0,25.0,4.025,52.0,1.0,6.527400862925186,2.0,80.0,252.0,20.125,12.88,5.0,1.5625,1.2777777777777777,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,0.009316770186335404,0.009316770186335404,0.0625,0.0625,1.6217145001056361,0.38142978572217046
CCC,2014J,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,1,1467.0,53.0,118.0,3.7712082262210798,158.0,1.0,11.617689756961333,1.0,389.0,258.0,27.67924528301887,12.432203389830509,7.339622641509434,2.2264150943396226,5.686046511627907,12.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0081799591002045,0.0,0.03773584905660377,0.0,3.0806280268970405,0.24506031753166493
CCC,2014J,M,London Region,HE Qualification,90-100%,55<=,0,30,N,0,111.0,9.0,24.0,2.176470588235294,16.0,1.0,2.91688794678809,1.0,51.0,147.0,12.333333333333334,4.625,5.666666666666667,2.6666666666666665,0.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3401917593350685,0.42731540952188274
CCC,2014J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,1,963.0,40.0,50.0,4.674757281553398,104.0,1.0,11.331202062654377,1.0,206.0,268.0,24.075,19.26,5.15,1.25,3.593283582089552,14.0,4.0,3.0,6.0,3.0,2.0,1.0,2.0,0.014537902388369679,0.003115264797507788,0.1,0.05,2.423912383080791,0.2920635483961226
CCC,2014J,M,Wales,HE Qualification,20-30%,35-55,0,90,N,1,389.0,38.0,37.0,2.8814814814814813,37.0,1.0,5.344898323386618,1.0,135.0,220.0,10.236842105263158,10.513513513513514,3.5526315789473686,0.9736842105263158,1.768181818181818,11.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,0.028277634961439587,0.002570694087403599,0.05263157894736842,0.02631578947368421,1.8549132998899573,0.35027333405835653
CCC,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,N,1,1280.0,96.0,73.0,2.7645788336933044,45.0,1.0,4.558740971873914,1.0,463.0,257.0,13.333333333333334,17.534246575342465,4.822916666666667,0.7604166666666666,4.980544747081712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6489820859200175,0.37750349665074845
CCC,2014J,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,1,604.0,51.0,64.0,2.889952153110048,50.0,1.0,5.781464455282908,1.0,209.0,246.0,11.843137254901961,9.4375,4.098039215686274,1.2549019607843137,2.4552845528455283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000539852904185,0.3332733604694877
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,1,3358.0,93.0,95.0,6.207024029574861,291.0,1.0,21.711100306008674,1.0,541.0,266.0,36.10752688172043,35.34736842105263,5.817204301075269,1.021505376344086,12.62406015037594,22.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.006551518761167362,0.0,0.021505376344086023,0.0,3.497827655018074,0.22232955032955382
CCC,2014J,M,Scotland,Lower Than A Level,80-90%,35-55,0,90,N,1,4348.0,224.0,89.0,3.21122599704579,59.0,1.0,4.110051976160911,2.0,1354.0,273.0,19.410714285714285,48.853932584269664,6.044642857142857,0.39732142857142855,15.926739926739927,132.0,13.0,6.0,45.0,14.0,6.0,2.0,10.0,0.03035878564857406,0.003219871205151794,0.05803571428571429,0.026785714285714284,1.279901190368416,0.4386154997526042
CCC,2014J,M,South Region,A Level or Equivalent,20-30%,35-55,0,30,N,1,1595.0,89.0,99.0,3.600451467268623,77.0,1.0,6.843810148760507,1.0,443.0,268.0,17.921348314606742,16.11111111111111,4.977528089887641,1.1123595505617978,5.951492537313433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006269592476489029,0.0006269592476489029,0.011235955056179775,0.011235955056179775,1.9008199974300344,0.34473011110166935
CCC,2014J,F,Scotland,Lower Than A Level,0-10%,35-55,1,60,N,0,855.0,57.0,46.0,3.1902985074626864,38.0,1.0,4.76617874566756,2.0,268.0,223.0,15.0,18.58695652173913,4.701754385964913,0.8070175438596491,3.8340807174887894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.493960121449013,0.40096872095091524
CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,90,N,1,909.0,48.0,31.0,3.918103448275862,63.0,1.0,8.46675289663214,1.0,232.0,253.0,18.9375,29.322580645161292,4.833333333333333,0.6458333333333334,3.5928853754940713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1609314323637587,0.3163624461325931
CCC,2014J,M,Wales,HE Qualification,30-40%,55<=,0,60,N,1,3722.0,165.0,143.0,3.0684253915910964,47.0,1.0,4.594382483680632,2.0,1213.0,268.0,22.55757575757576,26.027972027972027,7.351515151515152,0.8666666666666667,13.888059701492537,168.0,15.0,22.0,75.0,60.0,8.0,5.0,30.0,0.045137023105857065,0.016120365394948953,0.09090909090909091,0.048484848484848485,1.4973094983085993,0.4004309440529054
CCC,2014J,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,1,2586.0,99.0,82.0,5.904109589041096,78.0,1.0,9.744325650661116,2.0,438.0,272.0,26.12121212121212,31.536585365853657,4.424242424242424,0.8282828282828283,9.507352941176471,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0007733952049497294,0.0007733952049497294,0.020202020202020204,0.020202020202020204,1.6504310266781008,0.37729712259418535
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,30,N,1,1082.0,38.0,58.0,3.9061371841155235,37.0,1.0,6.18657955144276,2.0,277.0,266.0,28.473684210526315,18.655172413793103,7.2894736842105265,1.5263157894736843,4.067669172932331,11.0,2.0,5.0,9.0,1.0,1.0,1.0,1.0,0.010166358595194085,0.0009242144177449168,0.05263157894736842,0.02631578947368421,1.5838101069774904,0.3870253457479458
CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,150,N,1,608.0,54.0,48.0,3.0248756218905473,33.0,1.0,4.653426491248436,1.0,201.0,267.0,11.25925925925926,12.666666666666666,3.7222222222222223,0.8888888888888888,2.2771535580524342,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.004934210526315789,0.003289473684210526,0.037037037037037035,0.018518518518518517,1.5383860604291706,0.39395110759114704
CCC,2014J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,1,3847.0,200.0,102.0,2.909984871406959,43.0,1.0,4.264911339708851,2.0,1322.0,268.0,19.235,37.71568627450981,6.61,0.51,14.354477611940299,56.0,6.0,4.0,30.0,4.0,1.0,2.0,2.0,0.014556797504549,0.0010397712503249284,0.03,0.005,1.4656128908487396,0.4055786712145917
CCC,2014J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,1,1962.0,109.0,129.0,3.065625,30.0,1.0,4.142841507829915,1.0,640.0,273.0,18.0,15.209302325581396,5.871559633027523,1.18348623853211,7.186813186813187,56.0,5.0,8.0,24.0,12.0,1.0,6.0,7.0,0.02854230377166157,0.0061162079510703364,0.045871559633027525,0.009174311926605505,1.3513856090780558,0.42528116023984913
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,Y,1,4853.0,221.0,97.0,3.673732021196064,73.0,1.0,6.21827575859668,2.0,1321.0,273.0,21.959276018099548,50.03092783505155,5.97737556561086,0.43891402714932126,17.776556776556777,91.0,11.0,10.0,46.0,29.0,6.0,7.0,18.0,0.018751287863177417,0.005975685143210385,0.049773755656108594,0.027149321266968326,1.6926318312602955,0.3713838588664186
CCC,2014J,F,South Region,HE Qualification,90-100%,35-55,0,120,Y,1,4515.0,161.0,101.0,3.569169960474308,97.0,1.0,5.320740825665825,2.0,1265.0,268.0,28.043478260869566,44.7029702970297,7.857142857142857,0.6273291925465838,16.847014925373134,53.0,4.0,5.0,17.0,5.0,1.0,2.0,3.0,0.011738648947951274,0.0011074197120708748,0.024844720496894408,0.006211180124223602,1.4907501981101372,0.40148546440295474
CCC,2014J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,30,N,1,594.0,53.0,46.0,2.911764705882353,50.0,1.0,6.146973208750225,1.0,204.0,246.0,11.20754716981132,12.91304347826087,3.849056603773585,0.8679245283018868,2.4146341463414633,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.006734006734006734,0.0,0.018867924528301886,0.0,2.1110817080556328,0.3214316092729628
CCC,2014J,F,Ireland,HE Qualification,?,35-55,0,60,N,1,931.0,86.0,115.0,2.66,57.0,1.0,5.051749392019638,1.0,350.0,273.0,10.825581395348838,8.095652173913043,4.069767441860465,1.3372093023255813,3.41025641025641,9.0,6.0,2.0,7.0,6.0,4.0,2.0,5.0,0.00966702470461869,0.00644468313641246,0.06976744186046512,0.046511627906976744,1.8991539067743,0.34492822118320543
CCC,2014J,F,Wales,HE Qualification,0-10%,35-55,0,210,N,1,3167.0,95.0,68.0,5.322689075630252,170.0,1.0,14.26339784235243,2.0,595.0,271.0,33.33684210526316,46.5735294117647,6.2631578947368425,0.7157894736842105,11.686346863468634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00031575623618566466,0.00031575623618566466,0.010526315789473684,0.010526315789473684,2.679735306662361,0.27175867736721326
CCC,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014J,M,South Region,A Level or Equivalent,80-90%,35-55,0,45,N,1,4769.0,186.0,149.0,3.7345340642129994,82.0,1.0,5.70905120938822,2.0,1277.0,270.0,25.63978494623656,32.006711409395976,6.865591397849462,0.8010752688172043,17.66296296296296,57.0,3.0,8.0,17.0,1.0,1.0,1.0,1.0,0.01195219123505976,0.00020968756552736424,0.016129032258064516,0.005376344086021506,1.528718472297915,0.3954572290094725
CCC,2014J,M,South Region,HE Qualification,90-100%,35-55,0,90,N,0,603.0,71.0,26.0,3.3131868131868134,47.0,1.0,6.567603543717406,1.0,182.0,255.0,8.492957746478874,23.192307692307693,2.563380281690141,0.36619718309859156,2.364705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9822617660971276,0.33531597104190336
CCC,2014J,M,London Region,HE Qualification,30-40%,35-55,0,30,N,0,1986.0,91.0,83.0,4.695035460992908,172.0,1.0,10.969330313307015,2.0,423.0,232.0,21.824175824175825,23.927710843373493,4.648351648351649,0.9120879120879121,8.560344827586206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3363679368221892,0.2997271340979485
CCC,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,60,N,1,1482.0,108.0,61.0,3.1331923890063424,47.0,1.0,5.965758380103275,1.0,473.0,274.0,13.722222222222221,24.295081967213115,4.37962962962963,0.5648148148148148,5.408759124087592,29.0,7.0,9.0,19.0,15.0,5.0,6.0,12.0,0.019568151147098516,0.010121457489878543,0.06481481481481481,0.046296296296296294,1.904051088926349,0.3443465591267226
CCC,2014J,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,70,N,1,504.0,54.0,56.0,2.1176470588235294,42.0,1.0,4.673611114952747,1.0,238.0,255.0,9.333333333333334,9.0,4.407407407407407,1.037037037037037,1.9764705882352942,33.0,1.0,18.0,20.0,0.0,0.0,0.0,0.0,0.06547619047619048,0.0,0.018518518518518517,0.0,2.2069830265054637,0.31181954869579237
CCC,2014J,M,North Region,Lower Than A Level,70-80%,35-55,1,30,N,0,27.0,4.0,10.0,1.5,4.0,1.0,0.8574929257125442,1.0,18.0,123.0,6.75,2.7,4.5,2.5,0.21951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716619504750294,0.6362691415273833
CCC,2014J,M,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,1,2809.0,88.0,134.0,3.950773558368495,159.0,1.0,9.88249819263961,1.0,711.0,250.0,31.920454545454547,20.96268656716418,8.079545454545455,1.5227272727272727,11.236,121.0,5.0,14.0,37.0,15.0,1.0,3.0,4.0,0.04307582769668921,0.00533997864008544,0.056818181818181816,0.011363636363636364,2.50140840689454,0.2855993599692409
CCC,2014J,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,1,7020.0,110.0,85.0,7.852348993288591,166.0,1.0,17.807056934566713,2.0,894.0,273.0,63.81818181818182,82.58823529411765,8.127272727272727,0.7727272727272727,25.714285714285715,9.0,3.0,2.0,5.0,8.0,2.0,2.0,4.0,0.001282051282051282,0.0011396011396011395,0.02727272727272727,0.01818181818181818,2.2677363104704615,0.3060222444497146
CCC,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,1,30,N,0,75.0,9.0,11.0,2.7777777777777777,12.0,1.0,3.297240493472515,1.0,27.0,56.0,8.333333333333334,6.818181818181818,3.0,1.2222222222222223,1.3392857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1870065776501053,0.457245995608518
CCC,2014J,F,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,1,5769.0,171.0,115.0,5.034031413612565,247.0,1.0,13.104073594937754,1.0,1146.0,268.0,33.73684210526316,50.165217391304346,6.701754385964913,0.672514619883041,21.526119402985074,156.0,13.0,15.0,58.0,23.0,6.0,8.0,19.0,0.02704108164326573,0.003986826139712255,0.07602339181286549,0.03508771929824561,2.6030973027905473,0.27753899380555563
CCC,2014J,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,2375.0,136.0,91.0,3.170894526034713,35.0,1.0,4.388872277385457,2.0,749.0,273.0,17.46323529411765,26.0989010989011,5.507352941176471,0.6691176470588235,8.699633699633699,40.0,5.0,3.0,17.0,9.0,1.0,2.0,3.0,0.016842105263157894,0.003789473684210526,0.03676470588235294,0.007352941176470588,1.384111720320719,0.4194434310592947
CCC,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,150,N,1,847.0,54.0,67.0,2.777049180327869,51.0,1.0,5.93241523113032,1.0,305.0,260.0,15.685185185185185,12.64179104477612,5.648148148148148,1.2407407407407407,3.2576923076923077,72.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.08500590318772137,0.0,0.018518518518518517,0.0,2.136229805778923,0.318854185416313
CCC,2014J,F,South West Region,HE Qualification,40-50%,35-55,0,30,N,1,4666.0,188.0,114.0,3.361671469740634,54.0,1.0,4.556339690875988,2.0,1388.0,273.0,24.819148936170212,40.92982456140351,7.382978723404255,0.6063829787234043,17.09157509157509,247.0,9.0,10.0,53.0,31.0,3.0,3.0,13.0,0.052936133733390484,0.006643806258036862,0.047872340425531915,0.015957446808510637,1.3553792308049446,0.4245600822667748
CCC,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,1,3649.0,177.0,116.0,3.403917910447761,91.0,1.0,8.21899734814135,1.0,1072.0,252.0,20.615819209039547,31.45689655172414,6.056497175141243,0.655367231638418,14.48015873015873,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0013702384214853384,0.0,0.011299435028248588,0.0,2.4145697882180124,0.2928626626553378
CCC,2014J,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,1,2991.0,101.0,66.0,5.887795275590551,73.0,1.0,10.307367420320885,2.0,508.0,262.0,29.613861386138613,45.31818181818182,5.02970297029703,0.6534653465346535,11.416030534351146,7.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.002340354396522902,0.0,0.009900990099009901,0.0,1.7506327815188933,0.36355270929615047
CCC,2014J,F,Scotland,Lower Than A Level,80-90%,0-35,0,90,N,1,7124.0,179.0,126.0,4.537579617834395,117.0,1.0,8.208651050751683,2.0,1570.0,271.0,39.798882681564244,56.53968253968254,8.77094972067039,0.7039106145251397,26.28782287822878,267.0,12.0,10.0,53.0,9.0,5.0,2.0,7.0,0.03747894441325098,0.0012633352049410444,0.0670391061452514,0.027932960893854747,1.809037359584523,0.35599384130224143
CCC,2014J,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,1,1414.0,40.0,81.0,4.297872340425532,66.0,1.0,9.522567628520733,1.0,329.0,260.0,35.35,17.45679012345679,8.225,2.025,5.438461538461539,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0014144271570014145,0.0,0.025,0.0,2.215646923467695,0.31097941527784967
CCC,2014J,M,Scotland,A Level or Equivalent,10-20,35-55,0,30,Y,1,1763.0,109.0,88.0,2.6079881656804735,79.0,1.0,4.792141230823234,1.0,676.0,265.0,16.174311926605505,20.03409090909091,6.201834862385321,0.8073394495412844,6.652830188679245,57.0,3.0,13.0,25.0,22.0,1.0,8.0,10.0,0.03233125354509359,0.012478729438457176,0.027522935779816515,0.009174311926605505,1.8374858037643256,0.35242467069733313
CCC,2014J,M,London Region,HE Qualification,80-90%,35-55,0,30,N,1,2907.0,140.0,110.0,2.8305744888023368,52.0,1.0,4.59707084901772,1.0,1027.0,250.0,20.764285714285716,26.427272727272726,7.335714285714285,0.7857142857142857,11.628,113.0,10.0,9.0,37.0,13.0,5.0,3.0,11.0,0.038871689026487785,0.004471964224286206,0.07142857142857142,0.03571428571428571,1.6240769734919842,0.3810863820314129
CCC,2014J,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,1563.0,120.0,79.0,3.0647058823529414,66.0,1.0,5.959072050010369,1.0,510.0,273.0,13.025,19.78481012658228,4.25,0.6583333333333333,5.725274725274725,74.0,9.0,6.0,30.0,55.0,6.0,3.0,20.0,0.04734484964811261,0.035188739603326934,0.075,0.05,1.9444189030744006,0.3396255875669915
CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,1,1589.0,91.0,91.0,3.049904030710173,96.0,1.0,6.304257184206424,1.0,521.0,251.0,17.46153846153846,17.46153846153846,5.725274725274725,1.0,6.330677290836653,7.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.01098901098901099,0.0,2.067034608540936,0.3260478369612284
CCC,2014J,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,3729.0,119.0,113.0,6.225375626043406,290.0,1.0,18.145020336928955,2.0,599.0,262.0,31.33613445378151,33.0,5.033613445378151,0.9495798319327731,14.232824427480915,249.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0667739340305712,0.0005363368195226602,0.01680672268907563,0.008403361344537815,2.9146868280558977,0.2554482756661834
CCC,2014J,M,North Region,Lower Than A Level,40-50%,35-55,0,30,N,1,205.0,36.0,42.0,1.9339622641509433,27.0,1.0,2.9833470111669267,1.0,106.0,243.0,5.694444444444445,4.880952380952381,2.9444444444444446,1.1666666666666667,0.8436213991769548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.542608698457045,0.39329685319130675
CCC,2014J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,6073.0,193.0,105.0,3.7838006230529597,120.0,1.0,7.35754057086977,2.0,1605.0,271.0,31.466321243523318,57.838095238095235,8.316062176165802,0.5440414507772021,22.40959409594096,166.0,8.0,9.0,48.0,20.0,3.0,4.0,12.0,0.02733410176189692,0.003293265272517701,0.04145077720207254,0.015544041450777202,1.9444842114681344,0.33961805470214934
